Gene Symbol	Gene Product Name	GenBank Accession	Strain Name	Collection Date	Host	Country
NS1	Non-structural protein 1	MH583979	B/Wyoming/04/2018	2/1/2018	Human	USA
NA	Neuraminidase	MH583974	B/Wyoming/04/2018	2/1/2018	Human	USA
NS1	Non-structural protein 1	MH245802	B/Wyoming/06/2018	2/26/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH245816	B/Wyoming/07/2018	2/27/2018	Human	USA
NS1	Non-structural protein 1	MH245810	B/Wyoming/07/2018	2/27/2018	Human	USA
NS2	Nuclear export protein	MH363611	B/Wyoming/09/2018	3/15/2018	Human	USA
NS1	Non-structural protein 1	MH363611	B/Wyoming/09/2018	3/15/2018	Human	USA
HA	Hemagglutinin	MH585057	B/Wyoming/10/2018	4/5/2018	Human	USA
NA	Neuraminidase	MH585055	B/Wyoming/10/2018	4/5/2018	Human	USA
PB2	polymerase PB2	MK265472	B/Wyoming/11/2018	9/25/2018	Human	USA
HA	hemagglutinin	MK363933	B/Wyoming/11/2018	9/25/2018	Human	USA
HA	hemagglutinin	MK445825	B/Wyoming/11/2018	9/25/2018	Human	USA
NS2	nuclear export protein	MK244763	B/Wyoming/12/2018	9/25/2018	Human	USA
NB	Glycoprotein NB	MG830690	B/Wyoming/13/2017	12/25/2017	Human	USA
NA	Neuraminidase	MG830690	B/Wyoming/13/2017	12/25/2017	Human	USA
HA	Hemagglutinin	MG830692	B/Wyoming/13/2017	12/25/2017	Human	USA
PA	Polymerase acidic protein	MG830693	B/Wyoming/13/2017	12/25/2017	Human	USA
NP	Nucleoprotein	MH362856	B/Wyoming/13/2017	12/25/2017	Human	USA
PB2	Polymerase basic protein 2	MG830695	B/Wyoming/13/2017	12/25/2017	Human	USA
NP	nucleoprotein	MK244699	B/Wyoming/13/2018	10/3/2018	Human	USA
PB2	Polymerase basic protein 2	MG830703	B/Wyoming/14/2017	12/26/2017	Human	USA
M1	matrix protein 1	MK398428	B/Wyoming/14/2018	10/4/2018	Human	USA
HA	hemagglutinin	MK244731	B/Wyoming/14/2018	10/4/2018	Human	USA
HA	Hemagglutinin	KC813738	B/Alabama/01/2010	9/14/2010	Human	USA
NB	NB protein	KC813739	B/Alabama/01/2010	9/14/2010	Human	USA
NS1	Non-structural protein 1	KC813737	B/Alabama/01/2010	9/14/2010	Human	USA
NEP	Nuclear export protein	KC813737	B/Alabama/01/2010	9/14/2010	Human	USA
NS1	Non-structural protein 1	KC891791	B/Alabama/01/2012	2/22/2012	Human	USA
NB	NB protein	KC891792	B/Alabama/01/2012	2/22/2012	Human	USA
NA	Neuraminidase	KC891792	B/Alabama/01/2012	2/22/2012	Human	USA
NA	Neuraminidase	KF216462	B/Alabama/01/2013	1/9/2013	Human	USA
NB	NB protein	KF216462	B/Alabama/01/2013	1/9/2013	Human	USA
HA	Hemagglutinin	KF216761	B/Alabama/01/2013	1/9/2013	Human	USA
M1	Matrix protein 1	KT854753	B/Alabama/01/2015	2/19/2015	Human	USA
BM2	BM2 protein	KT854753	B/Alabama/01/2015	2/19/2015	Human	USA
HA	Hemagglutinin	KX615830	B/Alabama/01/2016	2/24/2016	Human	USA
NA	Neuraminidase	KX615832	B/Alabama/01/2016	2/24/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX615827	B/Alabama/01/2016	2/24/2016	Human	USA
NS1	Non-structural protein 1	KX615834	B/Alabama/01/2016	2/24/2016	Human	USA
PB1	polymerase PB1	CY218618	B/Alabama/01/2017	1/17/2017	Human	USA
NB	NB protein	CY218623	B/Alabama/01/2017	1/17/2017	Human	USA
NA	neuraminidase	CY218623	B/Alabama/01/2017	1/17/2017	Human	USA
PA	polymerase PA	CY218620	B/Alabama/01/2017	1/17/2017	Human	USA
NS1	Non-structural protein 1	JN992831	B/Alabama/02/2010	11/1/2010	Human	USA
HA	Hemagglutinin	JN992830	B/Alabama/02/2010	11/1/2010	Human	USA
NB	NB protein	JN992832	B/Alabama/02/2010	11/1/2010	Human	USA
NS1	Non-structural protein 1	KC813953	B/Alabama/02/2011	4/4/2011	Human	USA
NB	NB protein	KF216580	B/Alabama/02/2012	9/25/2012	Human	USA
NA	Neuraminidase	KF216580	B/Alabama/02/2012	9/25/2012	Human	USA
HA	Hemagglutinin	KJ136164	B/Alabama/02/2013	5/22/2013	Human	USA
NA	Neuraminidase	KJ136165	B/Alabama/02/2013	5/22/2013	Human	USA
NB	NB protein	CY231338	B/Alabama/02/2017	1/31/2017	Human	USA
NS1	nonstructural protein 1	CY221370	B/Alabama/02/2017	1/31/2017	Human	USA
HA	hemagglutinin	CY231336	B/Alabama/02/2017	1/31/2017	Human	USA
HA	Hemagglutinin	JN992881	B/Alabama/03/2010	11/1/2010	Human	USA
HA	Hemagglutinin	KT853177	B/Alabama/03/2014	11/9/2014	Human	USA
NA	Neuraminidase	KT854949	B/Alabama/03/2015	3/9/2015	Human	USA
PA	Polymerase PA	KT854232	B/Alabama/03/2015	3/9/2015	Human	USA
NEP	Nuclear export protein	KT855051	B/Alabama/03/2015	3/9/2015	Human	USA
HA	Hemagglutinin	KT854980	B/Alabama/03/2015	3/9/2015	Human	USA
PB1	Polymerase PB1	KT854974	B/Alabama/03/2015	3/9/2015	Human	USA
NB	NB protein	KT854949	B/Alabama/03/2015	3/9/2015	Human	USA
PB1	Polymerase PB1	CY212167	B/Alabama/03/2016	12/13/2016	Human	USA
NA	Neuraminidase	CY212172	B/Alabama/03/2016	12/13/2016	Human	USA
NB	NB protein	CY212172	B/Alabama/03/2016	12/13/2016	Human	USA
NS1	Nonstructural protein 1	CY212174	B/Alabama/03/2016	12/13/2016	Human	USA
PA	Polymerase PA	CY212169	B/Alabama/03/2016	12/13/2016	Human	USA
NP	Nucleoprotein	CY212171	B/Alabama/03/2016	12/13/2016	Human	USA
PB2	polymerase PB2	CY224516	B/Alabama/03/2017	2/20/2017	Human	USA
PB1	polymerase PB1	CY224515	B/Alabama/03/2017	2/20/2017	Human	USA
NS1	nonstructural protein 1	CY224522	B/Alabama/03/2017	2/20/2017	Human	USA
NA	Neuraminidase	EU100659	B/Alabama/04/2006	9/19/2006	Human	USA
HA	Hemagglutinin	EU100732	B/Alabama/04/2006	9/19/2006	Human	USA
NB	NB protein	KT853226	B/Alabama/04/2014	12/11/2014	Human	USA
NP	Nucleoprotein	KT855056	B/Alabama/04/2015	3/9/2015	Human	USA
NA	neuraminidase	CY224528	B/Alabama/04/2017	2/22/2017	Human	USA
HA	Hemagglutinin	KX002588	B/Alabama/05/2014	12/5/2014	Human	USA
PA	polymerase PA	CY224533	B/Alabama/05/2017	2/22/2017	Human	USA
NB	NB protein	CY224536	B/Alabama/05/2017	2/22/2017	Human	USA
NA	neuraminidase	CY224536	B/Alabama/05/2017	2/22/2017	Human	USA
NP	nucleoprotein	CY224535	B/Alabama/05/2017	2/22/2017	Human	USA
PB2	polymerase PB2	CY224532	B/Alabama/05/2017	2/22/2017	Human	USA
NB	Glycoprotein NB	KX002608	B/Alabama/06/2014	12/29/2014	Human	USA
NS1	nonstructural protein 1	CY231917	B/Alabama/06/2017	2/24/2017	Human	USA
PB1	polymerase PB1	CY231911	B/Alabama/06/2017	2/24/2017	Human	USA
PA	polymerase PA	CY231913	B/Alabama/06/2017	2/24/2017	Human	USA
NP	Nucleoprotein	CY239059	B/Alabama/08/2017	6/3/2017	Human	USA
PA	Polymerase acidic protein	CY250218	B/Alabama/09/2017	9/7/2017	Human	USA
PB2	Polymerase basic protein 2	CY256571	B/Alabama/09/2017	9/7/2017	Human	USA
NA	Neuraminidase	CY250221	B/Alabama/09/2017	9/7/2017	Human	USA
-N/A-	Hemagglutinin	CY015421	B/Alabama/1/2006	3/29/2006	Human	USA
HA	Hemagglutinin	EU100475	B/Alabama/11/2006	10/29/2006	Human	USA
NA	Neuraminidase	CY250197	B/Alabama/11/2017	9/13/2017	Human	USA
HA	Hemagglutinin	CY250195	B/Alabama/11/2017	9/13/2017	Human	USA
NP	Nucleoprotein	CY250196	B/Alabama/11/2017	9/13/2017	Human	USA
NP	Nucleoprotein	CY256550	B/Alabama/11/2017	9/13/2017	Human	USA
NS1	Non-structural protein 1	CY263537	B/Alabama/13/2017	11/28/2017	Human	USA
NP	Nucleoprotein	CY263526	B/Alabama/14/2017	11/30/2017	Human	USA
PA	Polymerase acidic protein	CY263540	B/Alabama/15/2017	12/5/2017	Human	USA
NA	Neuraminidase	CY263543	B/Alabama/15/2017	12/5/2017	Human	USA
HA	Hemagglutinin	CY263549	B/Alabama/16/2017	12/6/2017	Human	USA
-N/A-	Hemagglutinin	CY015353	B/Alabama/2/2005	2/4/2005	Human	USA
-N/A-	Hemagglutinin	EU100600	B/Alabama/2/2006	2006	Human	USA
HA	Hemagglutinin	CY120795	B/Alabama/2910/2012	4/6/2012	Human	USA
HA	Hemagglutinin	CY187729	B/Alabama/3811/2014	2/21/2014	Human	USA
NA	NA Neuraminidase	CY189886	B/Alabama/3966/2014	2/21/2014	Human	USA
HA	Hemagglutinin	CY193849	B/Alabama/4596/2015	1/28/2015	Human	USA
HA	Hemagglutinin	CY194075	B/Alabama/4822/2015	3/3/2015	Human	USA
NA	Neuraminidase	CY208094	B/Alabama/4823/2015	3/19/2015	Human	USA
HA	Hemagglutinin	CY084371	B/Alabama/AF2766/2010	12/15/2010	Human	USA
HA	Hemagglutinin	CY084372	B/Alabama/AF2767/2010	12/28/2010	Human	USA
HA	Hemagglutinin	EU779567	B/Alaska/01/2008	1/16/2008	Human	USA
NB	NB protein	EU779568	B/Alaska/01/2008	1/16/2008	Human	USA
NEP	Nuclear export protein	JN899521	B/Alaska/01/2009	1/21/2009	Human	USA
NS1	Non-structural protein 1	JN899521	B/Alaska/01/2009	1/21/2009	Human	USA
NB	NB protein	GQ895061	B/Alaska/01/2009	1/21/2009	Human	USA
NA	Neuraminidase	GQ895061	B/Alaska/01/2009	1/21/2009	Human	USA
NS1	Non-structural protein 1	JN992894	B/Alaska/01/2010	12/9/2010	Human	USA
NB	NB protein	JN992895	B/Alaska/01/2010	12/9/2010	Human	USA
NB	NB protein	KC813771	B/Alaska/01/2011	1/8/2011	Human	USA
NA	Neuraminidase	KC813771	B/Alaska/01/2011	1/8/2011	Human	USA
HA	Hemagglutinin	KC891803	B/Alaska/01/2012	2/13/2012	Human	USA
NB	NB protein	KC891802	B/Alaska/01/2012	2/13/2012	Human	USA
NEP	Nuclear export protein	KC891760	B/Alaska/01/2012	2/13/2012	Human	USA
HA	Hemagglutinin	KM063613	B/Alaska/01/2014	3/18/2014	Human	USA
NA	Neuraminidase	KT853318	B/Alaska/01/2015	1/15/2015	Human	USA
PA	Polymerase PA	KT853230	B/Alaska/01/2015	1/15/2015	Human	USA
NS1	Nonstructural protein 1	KT853277	B/Alaska/01/2015	1/15/2015	Human	USA
NA	Neuraminidase	KX007081	B/Alaska/01/2016	1/7/2016	Human	USA
PB1	polymerase PB1	CY221131	B/Alaska/01/2017	1/6/2017	Human	USA
PA	polymerase PA	CY221133	B/Alaska/01/2017	1/6/2017	Human	USA
NB	NB protein	CY221136	B/Alaska/01/2017	1/6/2017	Human	USA
NA	neuraminidase	CY221136	B/Alaska/01/2017	1/6/2017	Human	USA
-N/A-	Neuraminidase	EU515932	B/Alaska/02/2007	2/8/2007	Human	USA
-N/A-	NB protein	EU515932	B/Alaska/02/2007	2/8/2007	Human	USA
-N/A-	NB protein	FJ480148	B/Alaska/02/2008	8/7/2008	Human	USA
-N/A-	Neuraminidase	FJ480148	B/Alaska/02/2008	8/7/2008	Human	USA
-N/A-	Hemagglutinin	FJ480147	B/Alaska/02/2008	8/7/2008	Human	USA
-N/A-	Hemagglutinin	GQ451541	B/Alaska/02/2009	2/4/2009	Human	USA
NA	Neuraminidase	KC891896	B/Alaska/02/2012	3/12/2012	Human	USA
NB	NB protein	KF217072	B/Alaska/02/2013	2/8/2013	Human	USA
NA	Neuraminidase	KX613489	B/Alaska/02/2016	1/25/2016	Human	USA
NB	NB protein	CY226360	B/Alaska/02/2017	3/9/2017	Human	USA
NA	Neuraminidase	CY226360	B/Alaska/02/2017	3/9/2017	Human	USA
HA	Hemagglutinin	CY226358	B/Alaska/02/2017	3/9/2017	Human	USA
M1	Matrix protein 1	CY226361	B/Alaska/02/2017	3/9/2017	Human	USA
-N/A-	NB protein	GQ340621	B/Alaska/03/2008	10/6/2008	Human	USA
-N/A-	Hemagglutinin	FJ480146	B/Alaska/03/2008	10/6/2008	Human	USA
-N/A-	Neuraminidase	GQ340621	B/Alaska/03/2008	10/6/2008	Human	USA
NA	Neuraminidase	KF216482	B/Alaska/03/2013	2/20/2013	Human	USA
NS1	Non-structural protein 1	KF216493	B/Alaska/03/2013	2/20/2013	Human	USA
NS1	Non-structural protein 1	KX613283	B/Alaska/03/2016	1/29/2016	Human	USA
PB2	Polymerase basic protein 2	KX613277	B/Alaska/03/2016	1/29/2016	Human	USA
NA	Neuraminidase	KX613281	B/Alaska/03/2016	1/29/2016	Human	USA
NB	Glycoprotein NB	KX613281	B/Alaska/03/2016	1/29/2016	Human	USA
HA	Hemagglutinin	KX613279	B/Alaska/03/2016	1/29/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX613276	B/Alaska/03/2016	1/29/2016	Human	USA
BM2	BM2 protein	KX613282	B/Alaska/03/2016	1/29/2016	Human	USA
PA	Polymerase acidic protein	KX613278	B/Alaska/03/2016	1/29/2016	Human	USA
PA	polymerase PA	CY231511	B/Alaska/03/2017	3/29/2017	Human	USA
NA	neuraminidase	CY231514	B/Alaska/03/2017	3/29/2017	Human	USA
M1	matrix protein 1	CY231515	B/Alaska/03/2017	3/29/2017	Human	USA
NB	NB protein	KJ136135	B/Alaska/04/2013	4/17/2013	Human	USA
NP	Nucleoprotein	KT854243	B/Alaska/04/2015	2/9/2015	Human	USA
NB	Glycoprotein NB	CY236677	B/Alaska/04/2017	3/31/2017	Human	USA
NA	Neuraminidase	CY236677	B/Alaska/04/2017	3/31/2017	Human	USA
PA	Polymerase acidic protein	CY236674	B/Alaska/04/2017	3/31/2017	Human	USA
M1	Matrix protein 1	CY236678	B/Alaska/04/2017	3/31/2017	Human	USA
NA	Neuraminidase	KX615104	B/Alaska/05/2016	2/13/2016	Human	USA
PA	Polymerase acidic protein	KX615101	B/Alaska/05/2016	2/13/2016	Human	USA
-N/A-	Hemagglutinin	FJ686879	B/Alaska/06/2008	11/18/2008	Human	USA
NA	Neuraminidase	KX615112	B/Alaska/06/2016	2/28/2016	Human	USA
HA	Hemagglutinin	KX615110	B/Alaska/06/2016	2/28/2016	Human	USA
PB2	Polymerase basic protein 2	KX615108	B/Alaska/06/2016	2/28/2016	Human	USA
NS1	Non-structural protein 1	KX615114	B/Alaska/06/2016	2/28/2016	Human	USA
PB2	Polymerase basic protein 2	CY237043	B/Alaska/06/2017	4/21/2017	Human	USA
PB2	Polymerase basic protein 2	CY237035	B/Alaska/06/2017	4/21/2017	Human	USA
PB1	Polymerase PB1	KT865994	B/Alaska/07/2015	4/15/2015	Human	USA
NA	Neuraminidase	KT865999	B/Alaska/07/2015	4/15/2015	Human	USA
NS1	Nonstructural protein 1	KT866001	B/Alaska/07/2015	4/15/2015	Human	USA
NB	Glycoprotein NB	CY237470	B/Alaska/07/2017	5/3/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY237465	B/Alaska/07/2017	5/3/2017	Human	USA
PA	Polymerase acidic protein	CY237467	B/Alaska/07/2017	5/3/2017	Human	USA
NS2	Nuclear export protein	KC814024	B/Alaska/08/2011	4/5/2011	Human	USA
HA	Hemagglutinin	KC814026	B/Alaska/08/2011	4/5/2011	Human	USA
NA	Neuraminidase	KC814025	B/Alaska/08/2011	4/5/2011	Human	USA
NA	Neuraminidase	KT866500	B/Alaska/08/2015	4/21/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY237473	B/Alaska/08/2017	5/4/2017	Human	USA
NS1	Non-structural protein 1	CY237480	B/Alaska/08/2017	5/4/2017	Human	USA
BM2	BM2 protein	CY237479	B/Alaska/08/2017	5/4/2017	Human	USA
NA	Neuraminidase	CY237478	B/Alaska/08/2017	5/4/2017	Human	USA
NB	Glycoprotein NB	CY237478	B/Alaska/08/2017	5/4/2017	Human	USA
-N/A-	Neuraminidase	GQ340567	B/Alaska/09/2008	12/10/2008	Human	USA
NA	Neuraminidase	KC891684	B/Alaska/09/2011	10/19/2011	Human	USA
HA	Hemagglutinin	KC891683	B/Alaska/09/2011	10/19/2011	Human	USA
NB	Glycoprotein NB	KY090598	B/Alaska/09/2015	4/12/2015	Human	USA
NA	Neuraminidase	KY090598	B/Alaska/09/2015	4/12/2015	Human	USA
HA	Hemagglutinin	KX002341	B/Alaska/09/2015	4/12/2015	Human	USA
BM2	BM2 protein	CY240228	B/Alaska/09/2017	6/25/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY240222	B/Alaska/09/2017	6/25/2017	Human	USA
NP	Nucleoprotein	CY240226	B/Alaska/09/2017	6/25/2017	Human	USA
NA	Neuraminidase	CY240227	B/Alaska/09/2017	6/25/2017	Human	USA
-N/A-	Hemagglutinin	GQ340627	B/Alaska/10/2008	2008	Human	USA
NA	Neuraminidase	KC891857	B/Alaska/10/2011	11/22/2011	Human	USA
NB	NB protein	KT866903	B/Alaska/10/2015	4/29/2015	Human	USA
NA	Neuraminidase	KT866903	B/Alaska/10/2015	4/29/2015	Human	USA
HA	Hemagglutinin	KT866901	B/Alaska/10/2015	4/29/2015	Human	USA
NS1	Nonstructural protein 1	KT866905	B/Alaska/10/2015	4/29/2015	Human	USA
NB	Glycoprotein NB	CY240371	B/Alaska/10/2017	6/28/2017	Human	USA
NA	Neuraminidase	CY240371	B/Alaska/10/2017	6/28/2017	Human	USA
PA	Polymerase acidic protein	CY240368	B/Alaska/10/2017	6/28/2017	Human	USA
NS1	Nonstructural protein 1	KT866913	B/Alaska/11/2015	4/30/2015	Human	USA
NB	Glycoprotein NB	KY116872	B/Alaska/11/2016	2016	Human	USA
PA	Polymerase acidic protein	CY240352	B/Alaska/11/2017	7/7/2017	Human	USA
NB	Glycoprotein NB	CY240355	B/Alaska/11/2017	7/7/2017	Human	USA
NA	Neuraminidase	CY240355	B/Alaska/11/2017	7/7/2017	Human	USA
HA	Hemagglutinin	KC891694	B/Alaska/12/2012	6/14/2012	Human	USA
NB	NB protein	KC891701	B/Alaska/12/2012	6/14/2012	Human	USA
NA	Neuraminidase	KT866405	B/Alaska/12/2015	4/30/2015	Human	USA
NP	Nucleoprotein	KT866404	B/Alaska/12/2015	4/30/2015	Human	USA
NS1	Nonstructural protein 1	KT866407	B/Alaska/12/2015	4/30/2015	Human	USA
PA	Polymerase acidic protein	CY240360	B/Alaska/12/2017	7/9/2017	Human	USA
PA	Polymerase acidic protein	KX002559	B/Alaska/13/2015	5/2/2015	Human	USA
NP	Nucleoprotein	KX921825	B/Alaska/13/2016	4/26/2016	Human	USA
HA	Hemagglutinin	KX921824	B/Alaska/13/2016	4/26/2016	Human	USA
BM2	BM2 protein	KX921827	B/Alaska/13/2016	4/26/2016	Human	USA
NS1	Non-structural protein 1	KC891696	B/Alaska/14/2012	7/17/2012	Human	USA
NP	Nucleoprotein	KT866488	B/Alaska/14/2015	4/27/2015	Human	USA
PB1	Polymerase PB1	KT866475	B/Alaska/14/2015	4/27/2015	Human	USA
PB2	Polymerase PB2	KT866479	B/Alaska/14/2015	4/27/2015	Human	USA
NA	Neuraminidase	KT866489	B/Alaska/14/2015	4/27/2015	Human	USA
PA	Polymerase acidic protein	KY043575	B/Alaska/14/2016	4/26/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY018475	B/Alaska/16/2000	11/22/2000	Human	USA
BM2	BM2 protein	CY018470	B/Alaska/16/2000	11/22/2000	Human	USA
-N/A-	NB protein	AY139059	B/Alaska/16/2000	2000	Human	USA
-N/A-	Neuraminidase glycoprotein	AY139059	B/Alaska/16/2000	2000	Human	USA
NS1	Non-structural protein 1	CY018473	B/Alaska/16/2000	11/22/2000	Human	USA
-N/A-	Hemagglutinin glycoprotein	AF532526	B/Alaska/16/2000	2000	Human	USA
NP	Nucleoprotein	CY018472	B/Alaska/16/2000	11/22/2000	Human	USA
HA	Hemagglutinin	CY018469	B/Alaska/16/2000	11/22/2000	Human	USA
NB	NB protein	CY018471	B/Alaska/16/2000	11/22/2000	Human	USA
NA	Neuraminidase	CY018471	B/Alaska/16/2000	11/22/2000	Human	USA
PA	Polymerase PA	CY018474	B/Alaska/16/2000	11/22/2000	Human	USA
-N/A-	Hemagglutinin	CY015248	B/Alaska/16/2003	3/21/2003	Human	USA
NB	Glycoprotein NB	KX922498	B/Alaska/16/2016	5/7/2016	Human	USA
NA	Neuraminidase	KX922498	B/Alaska/16/2016	5/7/2016	Human	USA
HA	Hemagglutinin	KX922496	B/Alaska/16/2016	5/7/2016	Human	USA
NS1	Non-structural protein 1	KX922500	B/Alaska/16/2016	5/7/2016	Human	USA
NS1	Non-structural protein 1	CY248668	B/Alaska/16/2017	3/16/2017	Human	USA
PA	Polymerase acidic protein	KX002597	B/Alaska/17/2015	5/10/2015	Human	USA
BM2	BM2 protein	KX920371	B/Alaska/17/2016	6/8/2016	Human	USA
PB2	Polymerase basic protein 2	CY248670	B/Alaska/17/2017	4/2/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY248669	B/Alaska/17/2017	4/2/2017	Human	USA
-N/A-	Hemagglutinin	DQ265730	B/Alaska/1777/2005	2005	Human	USA
NA	Neuraminidase	KT866247	B/Alaska/18/2015	5/11/2015	Human	USA
PB1	polymerase PB1	CY218280	B/Alaska/18/2016	11/29/2016	Human	USA
NP	nucleoprotein	CY218284	B/Alaska/18/2016	11/29/2016	Human	USA
NB	NB protein	CY218285	B/Alaska/18/2016	11/29/2016	Human	USA
NP	Nucleoprotein	CY248679	B/Alaska/18/2017	5/15/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY248676	B/Alaska/18/2017	5/15/2017	Human	USA
PA	Polymerase PA	KT853636	B/Alaska/19/2015	5/2/2015	Human	USA
HA	Hemagglutinin	KT853637	B/Alaska/19/2015	5/2/2015	Human	USA
NS1	Nonstructural protein 1	KT853641	B/Alaska/19/2015	5/2/2015	Human	USA
NA	neuraminidase	CY217302	B/Alaska/19/2016	12/31/2016	Human	USA
NS1	Nonstructural protein 1	CY215565	B/Alaska/19/2016	12/31/2016	Human	USA
NP	Nucleoprotein	CY215563	B/Alaska/19/2016	12/31/2016	Human	USA
PB2	Polymerase PB2	CY215560	B/Alaska/19/2016	12/31/2016	Human	USA
PB2	Polymerase basic protein 2	CY248683	B/Alaska/19/2017	5/18/2017	Human	USA
-N/A-	Hemagglutinin	CY015272	B/Alaska/2/2004	3/1/2004	Human	USA
PB1	Polymerase PB1	KT866250	B/Alaska/20/2015	5/13/2015	Human	USA
PA	Polymerase acidic protein	CY246869	B/Alaska/20/2017	9/7/2017	Human	USA
NP	Nucleoprotein	CY246871	B/Alaska/20/2017	9/7/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY262429	B/Alaska/21/2017	11/7/2017	Human	USA
NS1	Non-structural protein 1	CY262436	B/Alaska/21/2017	11/7/2017	Human	USA
NA	Neuraminidase	CY262434	B/Alaska/21/2017	11/7/2017	Human	USA
NB	Glycoprotein NB	CY262434	B/Alaska/21/2017	11/7/2017	Human	USA
PA	Polymerase acidic protein	CY262431	B/Alaska/21/2017	11/7/2017	Human	USA
HA	Hemagglutinin	CY262432	B/Alaska/21/2017	11/7/2017	Human	USA
PB2	Polymerase basic protein 2	CY262430	B/Alaska/21/2017	11/7/2017	Human	USA
NA	Neuraminidase	CY262754	B/Alaska/22/2017	11/16/2017	Human	USA
NB	Glycoprotein NB	CY262754	B/Alaska/22/2017	11/16/2017	Human	USA
PA	Polymerase acidic protein	CY262751	B/Alaska/22/2017	11/16/2017	Human	USA
NEP	Nuclear export protein	CY262756	B/Alaska/22/2017	11/16/2017	Human	USA
PA	Polymerase acidic protein	CY265945	B/Alaska/23/2017	12/12/2017	Human	USA
NS1	Non-structural protein 1	CY265950	B/Alaska/23/2017	12/12/2017	Human	USA
BM2	BM2 protein	CY265949	B/Alaska/23/2017	12/12/2017	Human	USA
NB	NB protein	KT866940	B/Alaska/24/2015	5/21/2015	Human	USA
PA	Polymerase acidic protein	CY265937	B/Alaska/24/2017	12/13/2017	Human	USA
HA	Hemagglutinin	CY265938	B/Alaska/24/2017	12/13/2017	Human	USA
NB	Glycoprotein NB	CY265940	B/Alaska/24/2017	12/13/2017	Human	USA
NS1	Non-structural protein 1	CY265942	B/Alaska/24/2017	12/13/2017	Human	USA
NA	Neuraminidase	KT283550	B/Alaska/25/2014	7/30/2014	Human	USA
NB	NB protein	KT283550	B/Alaska/25/2014	7/30/2014	Human	USA
NS1	Nonstructural protein 1	KT866975	B/Alaska/25/2015	6/2/2015	Human	USA
PB1	Polymerase PB1	KT866969	B/Alaska/25/2015	6/2/2015	Human	USA
PB2	Polymerase PB2	KT866970	B/Alaska/25/2015	6/2/2015	Human	USA
NA	Neuraminidase	KT866974	B/Alaska/25/2015	6/2/2015	Human	USA
PA	Polymerase PA	KT866971	B/Alaska/25/2015	6/2/2015	Human	USA
HA	Hemagglutinin	KT866972	B/Alaska/25/2015	6/2/2015	Human	USA
NA	Neuraminidase	KT866981	B/Alaska/27/2015	6/3/2015	Human	USA
NS1	Nonstructural protein 1	KT866982	B/Alaska/27/2015	6/3/2015	Human	USA
NP	Nucleoprotein	KT866980	B/Alaska/27/2015	6/3/2015	Human	USA
PB1	Polymerase PB1	KT866976	B/Alaska/27/2015	6/3/2015	Human	USA
NS1	Nonstructural protein 1	KT866989	B/Alaska/28/2015	6/5/2015	Human	USA
PB2	Polymerase PB2	KT853347	B/Alaska/30/2014	11/7/2014	Human	USA
NS1	Nonstructural protein 1	KT866123	B/Alaska/30/2015	6/2/2015	Human	USA
NB	NB protein	KT866129	B/Alaska/31/2015	6/2/2015	Human	USA
NA	Neuraminidase	KT866129	B/Alaska/31/2015	6/2/2015	Human	USA
M1	Matrix protein 1	KT866130	B/Alaska/31/2015	6/2/2015	Human	USA
HA	Hemagglutinin	CY141283	B/Alaska/3268/2012	12/28/2012	Human	USA
NA	Neuraminidase	KT866137	B/Alaska/33/2015	6/9/2015	Human	USA
HA	Hemagglutinin	CY147227	B/Alaska/3335/2013	3/13/2013	Human	USA
HA	Hemagglutinin	CY147242	B/Alaska/3350/2013	3/15/2013	Human	USA
HA	Hemagglutinin	CY147243	B/Alaska/3351/2013	3/15/2013	Human	USA
M1	Matrix protein 1	KT866146	B/Alaska/35/2015	6/18/2015	Human	USA
NA	Neuraminidase	KT866153	B/Alaska/36/2015	6/16/2015	Human	USA
NB	NB protein	KT853684	B/Alaska/40/2015	6/20/2015	Human	USA
NA	Neuraminidase	KT853684	B/Alaska/40/2015	6/20/2015	Human	USA
NEP	Nuclear export protein	KT853686	B/Alaska/40/2015	6/20/2015	Human	USA
PB2	Polymerase PB2	KT866157	B/Alaska/41/2015	6/13/2015	Human	USA
NP	Nucleoprotein	KT855063	B/Alaska/46/2015	7/6/2015	Human	USA
NB	NB protein	KT855064	B/Alaska/46/2015	7/6/2015	Human	USA
NA	Neuraminidase	KT855064	B/Alaska/46/2015	7/6/2015	Human	USA
NA	Neuraminidase	CY208095	B/Alaska/4824/2015	2/27/2015	Human	USA
NB	Glycoprotein NB	CY208095	B/Alaska/4824/2015	2/27/2015	Human	USA
PA	Polymerase acidic protein	KX003144	B/Alaska/49/2015	8/24/2015	Human	USA
NS2	Nuclear export protein	KX007580	B/Alaska/49/2015	8/24/2015	Human	USA
